record_id,domain,language_hint,feedback
R002382,powertrain,en,Electric motor produces a humming noise when accelerating from stop. !!!!!!
R002383,interior,en,"Glove box latch broke, lid will not stay closed."
R002384,interior,en,Center console armrest is loose and wobbles when leaning on it. Please fix this asap.
R002385,interior,en,Power window switch on driver door is unresponsive intermittently.  multiple   spaces   here  
R002386,display_infotainment,en,Apple CarPlay disconnects every 12 minutes when using maps. Contact me at john.doe@example.com or +49 30 1234567.
R002387,interior,en,Power window switch on driver door is unresponsive intermittently. Contact me at john.doe@example.com or +49 30 1234567.
R002388,powertrain,de,Dieselpartikelfilter-Regeneration schlaegt wiederholt fehl.
R002389,interior,en,Center console armrest is loose and wobbles when leaning on it. Mercedes please help.
R002390,interior,en,"Ambient lighting flickers randomly at night, very distracting. VIN: WDB2030461A123456"
R002391,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot."
R002392,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher. Mercedes please help.
R002393,interior,en,Climate control blows cold air on driver side and hot on passenger side. !!!!!!
R002394,display_infotainment,en,Backup camera shows black screen when reverse is engaged. VIN: WDB2030461A123456
R002395,interior,en,Driver seat cushion has worn through after 29 months. Plate: B-MW 1234
R002396,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione.
R002397,interior,en,Power window switch on driver door is unresponsive intermittently.  multiple   spaces   here  
R002398,interior,en,"Glove box latch broke, lid will not stay closed. Plate: B-MW 1234"
R002399,interior,en,Cabin filter smells musty even after replacement. !!!!!!
R002400,powertrain,en,EV high voltage battery range dropped 35 percent after one winter. Please fix this asap.
R002401,interior,en,"Ambient lighting flickers randomly at night, very distracting. Please fix this asap."
R002402,interior,en,"Glove box latch broke, lid will not stay closed."
R002403,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot. Mercedes please help."
R002404,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. !!!!!!
R002405,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. <p>this is a complaint</p>"
R002406,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R002407,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R002408,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor.
R002409,display_infotainment,tr,Apple CarPlay her 9 dakikada bir baglantisi kesiliyor. <p>this is a complaint</p>
R002410,display_infotainment,en,Hey Mercedes voice assistant does not recognize commands. Plate: B-MW 1234
R002411,interior,en,"Glove box latch broke, lid will not stay closed.  multiple   spaces   here  "
R002412,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear.  multiple   spaces   here  
R002413,display_infotainment,it,Apple CarPlay si disconnette ogni 9 minuti. <p>this is a complaint</p>
R002414,interior,en,Power window switch on driver door is unresponsive intermittently. Contact me at john.doe@example.com or +49 30 1234567.
R002415,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. !!!!!!
R002416,interior,en,Power window switch on driver door is unresponsive intermittently.  multiple   spaces   here  
R002417,interior,en,Mirror auto-dimming feature does not work at night. !!!!!!
R002418,powertrain,de,Der Turbolader pfeift laut bei hoher Drehzahl.
R002419,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R002420,powertrain,de,AdBlue-Warnung bleibt trotz Nachfuellen bestehen. Mercedes please help.
R002421,interior,en,The driver seat heater stops working after 18 minutes of driving.
R002422,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Contact me at john.doe@example.com or +49 30 1234567.
R002423,display_infotainment,en,Head-up display flickers in direct sunlight. Plate: B-MW 1234
R002424,interior,en,"Glove box latch broke, lid will not stay closed. Contact me at john.doe@example.com or +49 30 1234567."
R002425,interior,en,Climate control blows cold air on driver side and hot on passenger side.  multiple   spaces   here  
R002426,interior,en,"Dome light stays on after locking the car, drains the 12v battery. !!!!!!"
R002427,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. <p>this is a complaint</p>"
R002428,interior,en,The driver seat heater stops working after 6 minutes of driving.
R002429,interior,en,Power window switch on driver door is unresponsive intermittently.  multiple   spaces   here  
R002430,interior,en,Mirror auto-dimming feature does not work at night. Contact me at john.doe@example.com or +49 30 1234567.
R002431,interior,en,"Glove box latch broke, lid will not stay closed."
R002432,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor. Mercedes please help.
R002433,interior,en,Center console armrest is loose and wobbles when leaning on it. Please fix this asap.
R002434,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear.
R002435,interior,en,Cabin filter smells musty even after replacement. Contact me at john.doe@example.com or +49 30 1234567.
R002436,interior,en,Steering wheel heater only warms the lower half of the rim. <p>this is a complaint</p>
R002437,display_infotainment,fr,"L ecran MBUX se fige pendant la navigation, redemarrage requis."
R002438,interior,en,The driver seat heater stops working after 26 minutes of driving. <p>this is a complaint</p>
R002439,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden.
R002440,interior,en,Mirror auto-dimming feature does not work at night. Please fix this asap.
R002441,interior,en,Power window switch on driver door is unresponsive intermittently. Mercedes please help.
R002442,interior,en,"Glove box latch broke, lid will not stay closed."
R002443,interior,en,Driver seat cushion has worn through after 23 months.
R002444,display_infotainment,pl,Asystent glosowy Hey Mercedes nie rozpoznaje polecen.  multiple   spaces   here  
R002445,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R002446,interior,en,Steering wheel heater only warms the lower half of the rim. !!!!!!
R002447,interior,en,Center console armrest is loose and wobbles when leaning on it. Mercedes please help.
R002448,display_infotainment,tr,Apple CarPlay her 46 dakikada bir baglantisi kesiliyor. Please fix this asap.
R002449,interior,en,Mirror auto-dimming feature does not work at night. !!!!!!
R002450,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R002451,interior,en,The driver seat heater stops working after 48 minutes of driving. Plate: B-MW 1234
R002452,interior,en,Steering wheel heater only warms the lower half of the rim.
R002453,display_infotainment,tr,Apple CarPlay her 21 dakikada bir baglantisi kesiliyor. Contact me at john.doe@example.com or +49 30 1234567.
R002454,interior,en,Driver seat cushion has worn through after 53 months. Contact me at john.doe@example.com or +49 30 1234567.
R002455,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot."
R002456,interior,en,Cup holder cracked after 52 months of normal use. <p>this is a complaint</p>
R002457,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R002458,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor. VIN: WDB2030461A123456
R002459,interior,en,"Glove box latch broke, lid will not stay closed. VIN: WDB2030461A123456"
R002460,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002461,display_infotainment,en,Apple CarPlay disconnects every 49 minutes when using maps.
R002462,interior,en,The driver seat heater stops working after 32 minutes of driving. Plate: B-MW 1234
R002463,interior,en,Center console armrest is loose and wobbles when leaning on it. !!!!!!
R002464,interior,en,"Ambient lighting flickers randomly at night, very distracting. !!!!!!"
R002465,interior,en,Power window switch on driver door is unresponsive intermittently.  multiple   spaces   here  
R002466,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002467,display_infotainment,en,Hey Mercedes voice assistant does not recognize commands.
R002468,interior,en,"Dome light stays on after locking the car, drains the 12v battery.  multiple   spaces   here  "
R002469,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.  multiple   spaces   here  
R002470,interior,en,Cup holder cracked after 53 months of normal use. <p>this is a complaint</p>
R002471,interior,en,Cup holder cracked after 9 months of normal use. !!!!!!
R002472,interior,en,"Ambient lighting flickers randomly at night, very distracting. Please fix this asap."
R002473,display_infotainment,fr,"L ecran MBUX se fige pendant la navigation, redemarrage requis."
R002474,powertrain,en,"Coolant leak under the engine bay, sweet smell after driving. Please fix this asap."
R002475,interior,en,Power window switch on driver door is unresponsive intermittently.
R002476,powertrain,en,"Coolant leak under the engine bay, sweet smell after driving. <p>this is a complaint</p>"
R002477,interior,en,"Ambient lighting flickers randomly at night, very distracting. Contact me at john.doe@example.com or +49 30 1234567."
R002478,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002479,interior,en,Cabin filter smells musty even after replacement. !!!!!!
R002480,interior,en,Cabin filter smells musty even after replacement.
R002481,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R002482,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002483,powertrain,en,Diesel particulate filter regeneration fails repeatedly. Mercedes please help.
R002484,interior,en,Cabin filter smells musty even after replacement.  multiple   spaces   here  
R002485,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002486,interior,en,Power window switch on driver door is unresponsive intermittently. VIN: WDB2030461A123456
R002487,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R002488,interior,en,The driver seat heater stops working after 40 minutes of driving.
R002489,powertrain,en,9G transmission shifts hard between 2nd and 3rd gear when cold. !!!!!!
